parentR,childR
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/Sterling_trucks
http://ru.wikipedia.org/wiki/Volkswagen_(концерн),http://ru.wikipedia.org/wiki/Suzuki
http://ru.wikipedia.org/wiki/Sony,http://ru.wikipedia.org/wiki/Sony_Online_Entertainment
http://ru.wikipedia.org/wiki/Sony,http://ru.wikipedia.org/wiki/Sony_Music_Entertainment
http://ru.wikipedia.org/wiki/Sony,http://ru.wikipedia.org/wiki/Sony_Pictures_Animation
http://ru.wikipedia.org/wiki/Time_Warner,http://ru.wikipedia.org/wiki/Warner_Bros._Animation
http://ru.wikipedia.org/wiki/Саудовская_Аравия,http://ru.wikipedia.org/wiki/Аль-Арабия
http://ru.wikipedia.org/wiki/Take-Two_Interactive,http://ru.wikipedia.org/wiki/Rockstar_North
http://ru.wikipedia.org/wiki/Take-Two_Interactive,http://ru.wikipedia.org/wiki/Firaxis_Games
http://ru.wikipedia.org/wiki/Министерство_внутренних_дел_Украины,http://ru.wikipedia.org/wiki/НПО_«Форт»
http://ru.wikipedia.org/wiki/Activision_Blizzard,http://ru.wikipedia.org/wiki/Radical_Entertainment
http://ru.wikipedia.org/wiki/Газпром-Медиа_Холдинг,http://ru.wikipedia.org/wiki/ТНТ
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/КамАЗ
http://ru.wikipedia.org/wiki/Европейский_банк_реконструкции_и_развития,http://ru.wikipedia.org/wiki/КамАЗ
http://ru.wikipedia.org/wiki/Исландия,http://ru.wikipedia.org/wiki/Лэндсвиркьун
http://ru.wikipedia.org/wiki/Microsoft,http://ru.wikipedia.org/wiki/Rare
http://ru.wikipedia.org/wiki/Политика_Мексики,http://ru.wikipedia.org/wiki/Pemex
http://ru.wikipedia.org/wiki/Time_Warner,http://ru.wikipedia.org/wiki/N-tv
http://ru.wikipedia.org/wiki/Konami,http://ru.wikipedia.org/wiki/Ultra_Games
http://ru.wikipedia.org/wiki/Cheung_Kong_Group,http://ru.wikipedia.org/wiki/Hutchison_Whampoa
"http://ru.wikipedia.org/wiki/Кайзер,_Генри_Джон",http://ru.wikipedia.org/wiki/Kaiser_Motors
http://ru.wikipedia.org/wiki/RTL_Group,http://ru.wikipedia.org/wiki/N-tv
http://ru.wikipedia.org/wiki/Sberbank_CIB,http://ru.wikipedia.org/wiki/КамАЗ
http://ru.wikipedia.org/wiki/Sunrise_(студия),http://ru.wikipedia.org/wiki/Animax
http://ru.wikipedia.org/wiki/TMS_Entertainment,http://ru.wikipedia.org/wiki/Animax
http://ru.wikipedia.org/wiki/Toei_Animation,http://ru.wikipedia.org/wiki/Animax
"http://ru.wikipedia.org/wiki/Иваненко,_Валерия_Владимировна_(медиаменеджер)",http://ru.wikipedia.org/wiki/Международный_славянский_канал
http://ru.wikipedia.org/wiki/Intel,http://ru.wikipedia.org/wiki/Havok_(компания)
http://ru.wikipedia.org/wiki/Ubisoft,http://ru.wikipedia.org/wiki/Related_Designs
http://ru.wikipedia.org/wiki/Ubisoft,http://ru.wikipedia.org/wiki/Ubisoft_Shanghai
http://ru.wikipedia.org/wiki/Take-Two_Interactive,http://ru.wikipedia.org/wiki/Rockstar_New_England
"http://ru.wikipedia.org/wiki/Кронке,_Стэн",http://ru.wikipedia.org/wiki/Outdoor_Channel
http://ru.wikipedia.org/wiki/Activision,http://ru.wikipedia.org/wiki/High_Moon_Studios
http://ru.wikipedia.org/wiki/Fox_Broadcasting_Company,http://ru.wikipedia.org/wiki/Fox_Life
http://ru.wikipedia.org/wiki/TeliaSonera,http://ru.wikipedia.org/wiki/Azercell_Telekom
http://ru.wikipedia.org/wiki/Лукойл,http://ru.wikipedia.org/wiki/ТВ-6
http://ru.wikipedia.org/wiki/News_Corporation,http://ru.wikipedia.org/wiki/MTV_Юго-Восточная_Азия
http://ru.wikipedia.org/wiki/Electronic_Arts,http://ru.wikipedia.org/wiki/Visceral_Games
http://ru.wikipedia.org/wiki/Modern_Times_Group,http://ru.wikipedia.org/wiki/Viasat_Explorer
http://ru.wikipedia.org/wiki/Viacom,http://ru.wikipedia.org/wiki/MTV_Юго-Восточная_Азия
http://ru.wikipedia.org/wiki/Turkcell,http://ru.wikipedia.org/wiki/Azercell_Telekom
"http://ru.wikipedia.org/wiki/Березовский,_Борис_Абрамович",http://ru.wikipedia.org/wiki/ТВ-6
"http://ru.wikipedia.org/wiki/Ламбракис,_Христос",http://ru.wikipedia.org/wiki/Lambrakis_Press_Group
http://ru.wikipedia.org/wiki/Интер_(телеканал),http://ru.wikipedia.org/wiki/MTV_Украина
http://ru.wikipedia.org/wiki/Газпром-Медиа_Холдинг,http://ru.wikipedia.org/wiki/Rutube
http://ru.wikipedia.org/wiki/Hyundai_Motor,http://ru.wikipedia.org/wiki/Kia_Motors
http://ru.wikipedia.org/wiki/Metro-Goldwyn-Mayer,http://ru.wikipedia.org/wiki/Orion_Pictures
http://ru.wikipedia.org/wiki/Warner_Bros.,http://ru.wikipedia.org/wiki/Orion_Pictures
