parentR,childR
http://ru.wikipedia.org/wiki/Focus_Features,http://ru.wikipedia.org/wiki/Rogue_(компания)
http://ru.wikipedia.org/wiki/Ford,http://ru.wikipedia.org/wiki/Lincoln_(автомобильная_марка)
http://ru.wikipedia.org/wiki/Ford,http://ru.wikipedia.org/wiki/Volvo_V70
http://ru.wikipedia.org/wiki/Ford,http://ru.wikipedia.org/wiki/Mercury_(автомобильная_марка)
http://ru.wikipedia.org/wiki/Ford,http://ru.wikipedia.org/wiki/Ford_Performance_Vehicles
http://ru.wikipedia.org/wiki/Ford,http://ru.wikipedia.org/wiki/Merkur
http://ru.wikipedia.org/wiki/France_Télécom,http://ru.wikipedia.org/wiki/Orange_Armenia
http://ru.wikipedia.org/wiki/France_Télécom,http://ru.wikipedia.org/wiki/Orange
http://ru.wikipedia.org/wiki/France_Télécom,http://ru.wikipedia.org/wiki/Orange_Business_Services
http://ru.wikipedia.org/wiki/France_Télécom,http://ru.wikipedia.org/wiki/Orange_Moldova
http://ru.wikipedia.org/wiki/Fuji_Heavy_Industries,http://ru.wikipedia.org/wiki/Subaru
http://ru.wikipedia.org/wiki/Fuji_Television,http://ru.wikipedia.org/wiki/Pony_Canyon
http://ru.wikipedia.org/wiki/GDF_Suez,http://ru.wikipedia.org/wiki/Nord_Stream_AG
http://ru.wikipedia.org/wiki/Geely_Automobile,http://ru.wikipedia.org/wiki/Volvo_V70
http://ru.wikipedia.org/wiki/Geely_Automobile,http://ru.wikipedia.org/wiki/Volvo_Personvagnar
http://ru.wikipedia.org/wiki/General_Dynamics,http://ru.wikipedia.org/wiki/Electric_Boat
http://ru.wikipedia.org/wiki/General_Dynamics,http://ru.wikipedia.org/wiki/Bath_Iron_Works
http://ru.wikipedia.org/wiki/General_Dynamics,http://ru.wikipedia.org/wiki/Convair
http://ru.wikipedia.org/wiki/General_Dynamics,http://ru.wikipedia.org/wiki/Fore_River_Shipyard
http://ru.wikipedia.org/wiki/General_Dynamics,http://ru.wikipedia.org/wiki/Gulfstream
http://ru.wikipedia.org/wiki/General_Electric,http://ru.wikipedia.org/wiki/GE_Transportation
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Oldsmobile
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Opel
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Holden
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Pontiac
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Saab_Automobile_AB
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Saturn_(компания)
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/North_American_Aviation
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Allison_Engine_Company
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/LaSalle
http://ru.wikipedia.org/wiki/Germaniawerft,http://ru.wikipedia.org/wiki/NV_Ingenieurskantoor_voor_Scheepsbouw
http://ru.wikipedia.org/wiki/Gibson,http://ru.wikipedia.org/wiki/Kramer_Guitars
http://ru.wikipedia.org/wiki/Gibson,http://ru.wikipedia.org/wiki/Epiphone
http://ru.wikipedia.org/wiki/Glencore_International,http://ru.wikipedia.org/wiki/Казцинк
http://ru.wikipedia.org/wiki/Glu_Mobile,http://ru.wikipedia.org/wiki/Griptonite_Games
http://ru.wikipedia.org/wiki/Golden_Telecom,http://ru.wikipedia.org/wiki/Cityline
http://ru.wikipedia.org/wiki/Goldman_Sachs,http://ru.wikipedia.org/wiki/Hawker_Beechcraft
http://ru.wikipedia.org/wiki/Goodyear_Tire_and_Rubber_Company,http://ru.wikipedia.org/wiki/Dunlop_Rubber
